ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
13920,ANTH,4999,1,IND,3,Ira Bashkow,TBA,TBA,Distinguished Majors Thesis Writing,,Open,1,30,0
11972,ANTH,4999,25,IND,3,China Scherz,TBA,TBA,Distinguished Majors Thesis Writing,,Open,0,30,0
11401,ANTH,5360,1,Lecture,3,Richard Merkel,We 6:30pm - 9:00pm,New Cabell Hall 187,World Mental Health,,Wait List,20,20,13
11652,ANTH,5401,1,Lecture,3,Armik Mirzayan,Mo 5:00pm - 7:30pm,Brooks Hall 103,Linguistic Field Methods,,Open,8,16,0
19671,ANTH,5410,1,Lecture,3,Armik Mirzayan,TuTh 3:30pm - 4:45pm,New Cabell Hall 303,Phonology,,Open,10,20,0
19182,ANTH,5425,1,Lecture,3,Mark Sicoli,We 2:00pm - 4:30pm,Brooks Hall B004,Language Contact,,Open,4,20,0
19181,ANTH,5465,1,SEM,3,Lise Dobrin,Th 5:00pm - 7:30pm,New Cabell Hall 036,Language and the Culture of Preservation,,Open,9,18,0
19183,ANTH,5589,1,Lecture,3,Adria LaViolette,Tu 5:00pm - 7:30pm,New Cabell Hall 056,Selected Topics in Archaeology,Household Archaeology,Open,0,15,0
19690,ANTH,5590,1,SEM,3,Gertrude Fraser,We 5:00pm - 7:30pm,New Cabell Hall 594,Topics in Social and Cultural Anthropology,African American Anthropologists:Claiming Presence,Open,5,18,0
10010,ANTH,7020,1,SEM,3,China Scherz,Mo 2:00pm - 4:30pm,Ruffner Hall 123,Contemporary Anthropological Theory,,Open,0,15,0
19648,ANTH,7040,1,SEM,3,Ira Bashkow,TuTh 2:00pm - 3:15pm,New Cabell Hall 338,Ethnographic Research Design and Methods,,Open,7,20,0
19184,ANTH,7470,100,Lecture,3,Daniel Lefkowitz,MoWe 11:00am - 11:50am,Claude Moore Nursing Educ G120,Language and Culture in the Middle East,,Open,0,65,0
19747,ANTH,7470,101,Discussion,0,Daniel Lefkowitz,Fr 11:00am - 11:50am,Monroe Hall 113,Language and Culture in the Middle East,,Open,0,5,0
19692,ANTH,7590,1,SEM,3,Peter Metcalf,MoWe 12:30pm - 1:45pm,Brooks Hall 311,Topics in Social and Cultural Anthropology,Anthropology of Religion,Open,6,9,0
10011,ANTH,8998,1,IND,12-Jan,"Ira Bashkow, Ruslan Elistratov",TBA,TBA,"Non-Topical Research, Preparation for Research",,Open,0,50,0
11261,ANTH,8998,4,IND,12-Jan,Frederick Damon,TBA,TBA,"Non-Topical Research, Preparation for Research",,Open,0,30,0
11262,ANTH,8998,5,IND,12-Jan,Eve Danziger,TBA,TBA,"Non-Topical Research, Preparation for Research",,Open,0,30,0
11263,ANTH,8998,6,IND,12-Jan,Lise Dobrin,TBA,TBA,"Non-Topical Research, Preparation for Research",,Open,1,30,0
11265,ANTH,8998,8,IND,12-Jan,Gertrude Fraser,TBA,TBA,"Non-Topical Research, Preparation for Research",,Open,0,30,0
11266,ANTH,8998,9,IND,12-Jan,Richard Handler,TBA,TBA,"Non-Topical Research, Preparation for Research",,Open,0,30,0
11269,ANTH,8998,12,IND,12-Jan,Adria LaViolette,TBA,TBA,"Non-Topical Research, Preparation for Research",,Open,0,30,0
11270,ANTH,8998,13,IND,12-Jan,Daniel Lefkowitz,TBA,TBA,"Non-Topical Research, Preparation for Research",,Open,0,30,0
11271,ANTH,8998,16,IND,12-Jan,George Mentore,TBA,TBA,"Non-Topical Research, Preparation for Research",,Open,0,30,0
11272,ANTH,8998,17,IND,12-Jan,Rachel Most,TBA,TBA,"Non-Topical Research, Preparation for Research",,Open,0,30,0
11275,ANTH,8998,23,IND,12-Jan,Patricia Wattenmaker,TBA,TBA,"Non-Topical Research, Preparation for Research",,Open,0,30,0
11276,ANTH,8998,24,IND,12-Jan,Kath Weston,TBA,TBA,"Non-Topical Research, Preparation for Research",,Open,0,30,0
11957,ANTH,8998,26,IND,12-Jan,Jim Igoe,TBA,TBA,"Non-Topical Research, Preparation for Research",,Open,0,30,0
11958,ANTH,8998,27,IND,12-Jan,Fraser Neiman,TBA,TBA,"Non-Topical Research, Preparation for Research",,Open,0,30,0
11959,ANTH,8998,28,IND,12-Jan,China Scherz,TBA,TBA,"Non-Topical Research, Preparation for Research",,Open,0,30,0
11960,ANTH,8998,29,IND,12-Jan,Margo Smith,TBA,TBA,"Non-Topical Research, Preparation for Research",,Open,0,30,0
11244,ANTH,8999,4,IND,12-Jan,Frederick Damon,TBA,TBA,Non-Topical Research,,Open,0,30,0
11245,ANTH,8999,5,IND,12-Jan,Eve Danziger,TBA,TBA,Non-Topical Research,,Open,0,30,0
11246,ANTH,8999,6,IND,12-Jan,Lise Dobrin,TBA,TBA,Non-Topical Research,,Open,0,30,0
11248,ANTH,8999,8,IND,12-Jan,Gertrude Fraser,TBA,TBA,Non-Topical Research,,Open,1,30,0
11249,ANTH,8999,9,IND,12-Jan,Richard Handler,TBA,TBA,Non-Topical Research,,Open,0,30,0
11252,ANTH,8999,12,IND,12-Jan,Adria LaViolette,TBA,TBA,Non-Topical Research,,Open,0,30,0
11253,ANTH,8999,13,IND,12-Jan,Daniel Lefkowitz,TBA,TBA,Non-Topical Research,,Open,0,30,0
11254,ANTH,8999,16,IND,12-Jan,George Mentore,TBA,TBA,Non-Topical Research,,Open,0,30,0
11255,ANTH,8999,17,IND,12-Jan,Rachel Most,TBA,TBA,Non-Topical Research,,Open,0,30,0
11257,ANTH,8999,20,IND,12-Jan,John Shepherd,TBA,TBA,Non-Topical Research,,Open,0,30,0
11258,ANTH,8999,23,IND,12-Jan,Patricia Wattenmaker,TBA,TBA,Non-Topical Research,,Open,0,30,0
11259,ANTH,8999,24,IND,12-Jan,Kath Weston,TBA,TBA,Non-Topical Research,,Open,0,30,0
11961,ANTH,8999,25,IND,12-Jan,Jim Igoe,TBA,TBA,Non-Topical Research,,Open,0,30,0
11962,ANTH,8999,26,IND,12-Jan,Fraser Neiman,TBA,TBA,Non-Topical Research,,Open,0,30,0
11963,ANTH,8999,27,IND,12-Jan,China Scherz,TBA,TBA,Non-Topical Research,,Open,0,30,0
11964,ANTH,8999,28,IND,12-Jan,Margo Smith,TBA,TBA,Non-Topical Research,,Open,0,30,0
19991,ANTH,9010,2,IND,12-Jan,Ira Bashkow,TBA,TBA,Directed Readings,,Open,1,20,0
11277,ANTH,9010,12,IND,12-Jan,Adria LaViolette,TBA,TBA,Directed Readings,,Open,0,20,0
11278,ANTH,9010,13,IND,12-Jan,Daniel Lefkowitz,TBA,TBA,Directed Readings,,Open,0,20,0
13773,ANTH,9010,32,IND,12-Jan,Kath Weston,TBA,TBA,Directed Readings,,Open,0,20,0
11279,ANTH,9020,23,IND,12-Jan,Patricia Wattenmaker,TBA,TBA,Directed Readings,,Open,0,20,0
11966,ANTH,9020,26,IND,12-Jan,Jim Igoe,TBA,TBA,Directed Readings,,Open,0,20,0
13778,ANTH,9020,32,IND,12-Jan,John Shepherd,TBA,TBA,Directed Readings,,Open,0,20,0
13822,ANTH,9020,33,IND,12-Jan,Aidan Seale-Feldman,TBA,TBA,Directed Readings,,Open,0,20,0
12332,ANTH,9050,1,IND,1,Kath Weston,TBA,TBA,Research Practicum,,Open,2,15,0
11280,ANTH,9998,2,IND,12-Jan,Ira Bashkow,TBA,TBA,"Non-Topical Research, Preparation for Doctoral Research",,Open,0,20,0
11282,ANTH,9998,4,IND,12-Jan,Frederick Damon,TBA,TBA,"Non-Topical Research, Preparation for Doctoral Research",,Open,0,20,0
11283,ANTH,9998,5,IND,12-Jan,Eve Danziger,TBA,TBA,"Non-Topical Research, Preparation for Doctoral Research",,Open,0,20,0
11284,ANTH,9998,6,IND,12-Jan,Lise Dobrin,TBA,TBA,"Non-Topical Research, Preparation for Doctoral Research",,Open,0,20,0
11286,ANTH,9998,8,IND,12-Jan,Gertrude Fraser,TBA,TBA,"Non-Topical Research, Preparation for Doctoral Research",,Open,0,20,0
11287,ANTH,9998,9,IND,12-Jan,Richard Handler,TBA,TBA,"Non-Topical Research, Preparation for Doctoral Research",,Open,0,20,0
11290,ANTH,9998,12,IND,12-Jan,Adria LaViolette,TBA,TBA,"Non-Topical Research, Preparation for Doctoral Research",,Open,0,20,0
11291,ANTH,9998,13,IND,12-Jan,Daniel Lefkowitz,TBA,TBA,"Non-Topical Research, Preparation for Doctoral Research",,Open,0,20,0
11292,ANTH,9998,16,IND,12-Jan,George Mentore,TBA,TBA,"Non-Topical Research, Preparation for Doctoral Research",,Open,0,20,0
11293,ANTH,9998,17,IND,12-Jan,Rachel Most,TBA,TBA,"Non-Topical Research, Preparation for Doctoral Research",,Open,0,20,0
11295,ANTH,9998,19,IND,12-Jan,China Scherz,TBA,TBA,"Non-Topical Research, Preparation for Doctoral Research",,Open,1,20,0
11296,ANTH,9998,20,IND,12-Jan,John Shepherd,TBA,TBA,"Non-Topical Research, Preparation for Doctoral Research",,Open,0,20,0
11297,ANTH,9998,23,IND,12-Jan,Patricia Wattenmaker,TBA,TBA,"Non-Topical Research, Preparation for Doctoral Research",,Open,0,20,0
11298,ANTH,9998,24,IND,12-Jan,Kath Weston,TBA,TBA,"Non-Topical Research, Preparation for Doctoral Research",,Open,0,20,0
11967,ANTH,9998,25,IND,12-Jan,Jim Igoe,TBA,TBA,"Non-Topical Research, Preparation for Doctoral Research",,Open,0,20,0
11968,ANTH,9998,26,IND,12-Jan,Fraser Neiman,TBA,TBA,"Non-Topical Research, Preparation for Doctoral Research",,Open,0,20,0
11969,ANTH,9998,27,IND,12-Jan,Margo Smith,TBA,TBA,"Non-Topical Research, Preparation for Doctoral Research",,Open,0,20,0
10012,ANTH,9999,1,IND,12-Jan,Ira Bashkow,TBA,TBA,Non-Topical Research,,Open,0,30,0
11300,ANTH,9999,4,IND,12-Jan,Frederick Damon,TBA,TBA,Non-Topical Research,,Open,0,30,0
11301,ANTH,9999,5,IND,12-Jan,Eve Danziger,TBA,TBA,Non-Topical Research,,Open,0,30,0
11302,ANTH,9999,6,IND,12-Jan,Lise Dobrin,TBA,TBA,Non-Topical Research,,Open,0,30,0
11304,ANTH,9999,8,IND,12-Jan,Gertrude Fraser,TBA,TBA,Non-Topical Research,,Open,0,30,0
11305,ANTH,9999,9,IND,12-Jan,Richard Handler,TBA,TBA,Non-Topical Research,,Open,0,30,0
11307,ANTH,9999,11,IND,12-Jan,Ravindra Khare,TBA,TBA,Non-Topical Research,,Open,0,30,0
11308,ANTH,9999,12,IND,12-Jan,Adria LaViolette,TBA,TBA,Non-Topical Research,,Open,0,30,0
11309,ANTH,9999,13,IND,12-Jan,Daniel Lefkowitz,TBA,TBA,Non-Topical Research,,Open,0,30,0
11310,ANTH,9999,16,IND,12-Jan,George Mentore,TBA,TBA,Non-Topical Research,,Open,0,30,0
11312,ANTH,9999,20,IND,12-Jan,John Shepherd,TBA,TBA,Non-Topical Research,,Open,0,30,0
11313,ANTH,9999,23,IND,12-Jan,Patricia Wattenmaker,TBA,TBA,Non-Topical Research,,Open,0,30,0
11314,ANTH,9999,24,IND,12-Jan,Kath Weston,TBA,TBA,Non-Topical Research,,Open,1,30,0
11955,ANTH,9999,26,IND,12-Jan,Jim Igoe,TBA,TBA,Non-Topical Research,,Open,0,30,0
11956,ANTH,9999,27,IND,12-Jan,China Scherz,TBA,TBA,Non-Topical Research,,Open,0,30,0
11970,ANTH,9999,28,IND,12-Jan,Rachel Most,TBA,TBA,Non-Topical Research,,Open,0,30,0
11971,ANTH,9999,29,IND,12-Jan,Fraser Neiman,TBA,TBA,Non-Topical Research,,Open,0,30,0
15023,APMA,1110,1,Lecture,4,Stacie Pisano,MoWeFr 10:00am - 10:50am,Olsson Hall 011,Single Variable Calculus II,,Open,2,45,0
15024,APMA,1110,2,Lecture,4,Monika Abramenko,MoWeFr 9:00am - 9:50am,Olsson Hall 011,Single Variable Calculus II,,Open,0,45,0
15025,APMA,2120,1,Lecture,4,Manouchehr Mohajeri,MoWeFr 12:00pm - 12:50pm,Mechanical Engr Bldg 341,Multivariable Calculus,,Open,0,45,0
15026,APMA,2120,2,Lecture,4,Bernard Fulgham,MoWeFr 11:00am - 11:50am,Olsson Hall 005,Multivariable Calculus,,Open,1,45,0
15027,APMA,2120,3,Lecture,4,Manouchehr Mohajeri,MoWeFr 1:00pm - 1:50pm,Mechanical Engr Bldg 341,Multivariable Calculus,,Open,0,45,0
15028,APMA,2120,4,Lecture,4,Bernard Fulgham,MoWeFr 10:00am - 10:50am,Olsson Hall 005,Multivariable Calculus,,Open,0,45,0
15737,APMA,2120,5,Lecture,4,Staff,MoWeFr 1:00pm - 1:50pm,Thornton Hall E316,Multivariable Calculus,,Open,0,45,0
15985,APMA,2120,6,Lecture,4,Meiqin Li,MoWeFr 12:00pm - 12:50pm,Thornton Hall E316,Multivariable Calculus,,Open,1,45,0
15029,APMA,2130,1,Lecture,4,Staff,MoWeFr 11:00am - 11:50am,Thornton Hall E303,Ordinary Differential Equations,,Open,2,45,0
15030,APMA,2130,2,Lecture,4,Diana Morris,MoWeFr 10:00am - 10:50am,Olsson Hall 009,Ordinary Differential Equations,,Open,8,45,0
15031,APMA,2130,3,Lecture,4,Megan Ryals,MoWeFr 1:00pm - 1:50pm,Olsson Hall 011,Ordinary Differential Equations,,Open,3,45,0
15032,APMA,2130,4,Lecture,4,Gianluca Guadagni,MoWeFr 1:00pm - 1:50pm,Mechanical Engr Bldg 339,Ordinary Differential Equations,,Open,0,45,0
15033,APMA,2130,5,Lecture,4,Diana Morris,MoWeFr 9:00am - 9:50am,Olsson Hall 009,Ordinary Differential Equations,,Open,1,45,0
15177,APMA,2130,6,Lecture,4,Staff,MoWeFr 12:00pm - 12:50pm,Thornton Hall E304,Ordinary Differential Equations,,Open,0,45,0
15581,APMA,2130,7,Lecture,4,Gianluca Guadagni,MoWeFr 12:00pm - 12:50pm,Mechanical Engr Bldg 339,Ordinary Differential Equations,,Open,0,45,0
16240,APMA,2501,1,Lecture,3,Daniel Weller,TuTh 9:30am - 10:45am,Olsson Hall 120,Special Topics in Applied Mathematics,Mathematics of Information,Open,0,90,0
15986,APMA,2512,1,Lecture,4,Hui Ma,MoWeFr 12:00pm - 12:50pm,Thornton Hall D222,Advanced Topics in Applied Mathematics,Honors Engineering Mathematics II,Open,0,30,0
15034,APMA,3080,1,Lecture,3,Hui Ma,MoWeFr 10:00am - 10:50am,Mechanical Engr Bldg 341,Linear Algebra,,Open,19,45,0
15035,APMA,3080,2,Lecture,3,Monika Abramenko,MoWeFr 11:00am - 11:50am,Olsson Hall 011,Linear Algebra,,Open,1,45,0
15036,APMA,3080,3,Lecture,3,Monika Abramenko,MoWeFr 12:00pm - 12:50pm,Olsson Hall 011,Linear Algebra,,Open,5,45,0
15582,APMA,3080,4,Lecture,3,Hui Ma,MoWeFr 9:00am - 9:50am,Mechanical Engr Bldg 341,Linear Algebra,,Open,5,45,0
15987,APMA,3081,1,Lecture,1,Monika Abramenko,TBA,Desktop-Asynchronous,Linear Algebra for General Vector Spaces,,Open,10,30,0
15037,APMA,3100,1,Lecture,3,Roman Krzysztofowicz,MoWeFr 12:00pm - 12:50pm,Olsson Hall 009,Probability,,Open,0,45,0
15038,APMA,3100,2,Lecture,3,Megan Ryals,MoWeFr 10:00am - 10:50am,Thornton Hall D223,Probability,,Open,1,45,0
15039,APMA,3100,3,Lecture,3,Megan Ryals,MoWeFr 11:00am - 11:50am,Thornton Hall D223,Probability,,Open,2,45,0
15567,APMA,3100,4,Lecture,3,Meiqin Li,MoWeFr 9:00am - 9:50am,Thornton Hall E303,Probability,,Open,3,45,0
15928,APMA,3100,5,Lecture,3,Meiqin Li,MoWeFr 10:00am - 10:50am,Thornton Hall E303,Probability,,Open,25,45,0
16061,APMA,3100,6,Lecture,3,Staff,MoWeFr 1:00pm - 1:50pm,Thornton Hall E303,Probability,,Open,0,45,0
16276,APMA,3100,7,Lecture,3,Bernard Fulgham,MoWeFr 1:00pm - 1:50pm,Thornton Hall D223,Probability,,Open,1,45,0
15040,APMA,3110,1,Lecture,3,Stacie Pisano,MoWeFr 12:00pm - 12:50pm,Olsson Hall 005,Applied Statistics and Probability,,Open,1,45,0
15178,APMA,3110,2,Lecture,3,Deepyaman Maiti,MoWeFr 10:00am - 10:50am,Thornton Hall E304,Applied Statistics and Probability,,Open,0,45,0
15548,APMA,3110,3,Lecture,3,Deepyaman Maiti,MoWeFr 2:00pm - 2:50pm,Olsson Hall 018,Applied Statistics and Probability,,Open,0,45,0
15718,APMA,3110,4,Lecture,3,Stacie Pisano,MoWeFr 1:00pm - 1:50pm,Olsson Hall 005,Applied Statistics and Probability,,Open,8,45,0
15041,APMA,3120,1,Lecture,3,James Lark,TuTh 8:00am - 9:15am,Olsson Hall 005,Statistics,,Open,14,45,0
15896,APMA,3140,1,Lecture,3,Julia Spencer,TuTh 11:00am - 12:15pm,Olsson Hall 018,Applied Partial Differential Equations,,Open,0,45,0
18507,APMA,3140,2,Lecture,3,Julia Spencer,TuTh 12:30pm - 1:45pm,Olsson Hall 018,Applied Partial Differential Equations,,Open,0,45,0
18508,APMA,3140,3,Lecture,3,Diana Morris,MoWeFr 11:00am - 11:50am,Olsson Hall 009,Applied Partial Differential Equations,,Open,3,45,0
16059,APMA,3501,1,Lecture,1,"Gianluca Guadagni, Hui Ma",Tu 10:00am - 10:50am,Thornton Hall B228A,Special Topics in Applied Mathematics,Teaching Methods for Undergrad TAs,Open,0,12,0
15920,APMA,6430,1,Lecture,3,Gianluca Guadagni,TuTh 2:00pm - 3:15pm,Mechanical Engineering 305,Statistics for Engineers and Scientists,,Open,5,20,0
16060,APMA,6548,1,Lecture,1,"Gianluca Guadagni, Hui Ma",Tu 10:00am - 10:50am,Thornton Hall B228A,Special Topics in Applied Mathematics,Teaching Methods in Higher Education,Open,0,12,0
15044,APMA,8897,1,IND,12-Jan,Stacie Pisano,TBA,TBA,Graduate Teaching Instruction,,Open,0,20,0
15510,APMA,8897,2,IND,12-Jan,Monika Abramenko,TBA,TBA,Graduate Teaching Instruction,,Open,0,10,0
15810,APMA,8897,3,IND,12-Jan,Gianluca Guadagni,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0
15941,APMA,8897,4,IND,12-Jan,Julia Spencer,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0
16341,APMA,8897,5,IND,12-Jan,Megan Ryals,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0
15578,APMA,9897,1,IND,12-Jan,Julia Spencer,TBA,TBA,Graduate Teaching Instruction,,Open,0,5,0
15945,APMA,9897,2,IND,12-Jan,Monika Abramenko,TBA,TBA,Graduate Teaching Instruction,,Open,0,5,0
16104,APMA,9897,3,IND,12-Jan,Hui Ma,TBA,TBA,Graduate Teaching Instruction,,Open,0,5,0
10013,ARAB,1020,1,Lecture,4,Abir Abyad,MoTuWeThFr 9:00am - 9:50am,New Cabell Hall 068,Elementary Arabic,,Open,0,15,0
10014,ARAB,1020,2,Lecture,4,Abir Abyad,MoTuWeThFr 10:00am - 10:50am,New Cabell Hall 068,Elementary Arabic,,Open,2,18,0
10015,ARAB,1020,3,Lecture,4,Bilal Maanaki,MoTuWeThFr 11:00am - 11:50am,New Cabell Hall 411,Elementary Arabic,,Open,1,18,0
12148,ARAB,1020,4,Lecture,4,Suad Mohamed,MoTuWeThFr 12:00pm - 12:50pm,New Cabell Hall 111,Elementary Arabic,,Open,1,18,0
19357,ARAB,1020,5,Lecture,4,Bilal Maanaki,MoTuWeThFr 1:00pm - 1:50pm,New Cabell Hall 068,Elementary Arabic,,Open,0,18,0
10607,ARAB,2020,1,Lecture,4,Bilal Maanaki,MoTuWeThFr 10:00am - 10:50am,New Cabell Hall 411,Intermediate Arabic,,Open,1,12,0
10017,ARAB,2020,2,Lecture,4,Suad Mohamed,MoTuWeThFr 11:00am - 11:50am,New Cabell Hall 111,Intermediate Arabic,,Open,1,12,0
10016,ARAB,2020,3,Lecture,4,Bilal Humeidan,MoTuWeThFr 12:00pm - 12:50pm,New Cabell Hall 066,Intermediate Arabic,,Open,0,12,0
19358,ARAB,2020,4,Lecture,4,Abir Abyad,MoTuWeThFr 1:00pm - 1:50pm,New Cabell Hall 038,Intermediate Arabic,,Open,2,12,0
11744,ARAB,3019,1,Lecture,1,Suad Mohamed,TBA,TBA,Language House Conversation,,Open,0,20,0
10018,ARAB,3020,1,Lecture,3,Bilal Humeidan,TuTh 9:30am - 10:45am,Monroe Hall 113,Advanced Arabic II,,Open,2,10,0
10608,ARAB,3020,2,Lecture,3,Suad Mohamed,MoWe 2:00pm - 3:15pm,New Cabell Hall 042,Advanced Arabic II,,Open,1,12,0
19359,ARAB,3230,1,Lecture,3,Bilal Humeidan,TuTh 2:00pm - 3:15pm,New Cabell Hall 144,Arabic Conversation and Composition,,Open,5,9,0
11569,ARAB,3672,1,Lecture,3,Mohammed Sawaie,MoWe 3:30pm - 4:45pm,New Cabell Hall 064,Review of Arabic Grammar,,Open,2,12,0
13466,ARAB,4020,1,Lecture,3,Mohammed Sawaie,MoWe 2:00pm - 3:15pm,New Cabell Hall 064,Advanced Arabic IV,,Open,4,15,0
19375,ARAB,4120,1,Lecture,3,Hanadi Al-Samman,TuTh 12:30pm - 1:45pm,New Cabell Hall 332,Introduction to Arabic Drama,,Open,0,15,0
19376,ARAB,5420,1,Lecture,3,Mohammed Sawaie,MoWe 2:00pm - 3:15pm,New Cabell Hall 064,Advanced Arabic IV,,Open,0,15,0
13869,ARAB,6672,1,Lecture,3,Mohammed Sawaie,MoWe 3:30pm - 4:45pm,New Cabell Hall 064,Review of Arabic Grammar,,Open,0,12,0
19374,ARAB,7120,1,Lecture,3,Hanadi Al-Samman,TuTh 12:30pm - 1:45pm,New Cabell Hall 332,Introduction to Arabic Drama,,Open,1,15,0
13336,ARAD,1550,1,Lecture,1,"George Sampson, with student leaders Alex Doswell and Smriti Subdi",Mo 4:00pm - 5:30pm,Fayerweather Hall 215,Topics in Arts Administration,Art Business of Contemporary Art,Open,0,15,0
11621,ARAD,3550,1,Lecture,3,George Sampson,TuTh 3:30pm - 4:45pm,Campbell Hall 160,Topics of Arts in Context,Ecology of the Arts,Open,21,60,0
11673,ARAD,4200,1,SEM,3,George Sampson,TuTh 11:00am - 12:15pm,Fayerweather Hall 208,Development and Board Management,,Open,7,12,0
20028,ARAH,5559,1,Lecture,4-Mar,Anastasia Dakouri-Hild,Mo 1:00pm - 3:30pm,Clemons Library 320,New Course in History of Art,Intro to Archaeological Prospection 2,Open,0,8,0
13745,ARAH,8695,1,IND,12-Mar,Foteini Kondyli,TBA,TBA,Special Reading Problems,,Open,0,30,0
13746,ARAH,8695,2,IND,12-Mar,Amanda Phillips,TBA,TBA,Special Reading Problems,,Open,0,30,0
11225,ARAH,8695,23,IND,12-Mar,Tyler Jo Smith,TBA,TBA,Special Reading Problems,,Open,0,30,0
18575,ARAH,8998,1,IND,12-Jan,Sarah Betzer,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
18576,ARAH,8998,2,IND,12-Jan,Sheila Crane,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
18577,ARAH,8998,3,IND,12-Jan,Anastasia Dakouri-Hild,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
11226,ARAH,8998,4,IND,12-Jan,John Dobbins,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
18578,ARAH,8998,5,IND,12-Jan,Daniel Ehnbom,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
18579,ARAH,8998,6,IND,12-Jan,Francesca Fiorani,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
11227,ARAH,8998,7,IND,12-Jan,Sheila Crane,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
11228,ARAH,8998,8,IND,12-Jan,Anastasia Dakouri-Hild,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
11229,ARAH,8998,9,IND,12-Jan,John Dobbins,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
11230,ARAH,8998,10,IND,12-Jan,Daniel Ehnbom,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
11231,ARAH,8998,11,IND,12-Jan,Francesca Fiorani,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
11232,ARAH,8998,12,IND,12-Jan,Douglas Fordham,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
11233,ARAH,8998,14,IND,12-Jan,Lawrence Goedde,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
11234,ARAH,8998,15,IND,12-Jan,Carmenita Higginbotham,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
11235,ARAH,8998,16,IND,12-Jan,Louis Nelson,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
18580,ARAH,8998,17,IND,12-Jan,Giulia Paoletti,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
11236,ARAH,8998,18,IND,12-Jan,Louis Nelson,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
11237,ARAH,8998,19,IND,12-Jan,Eric Ramirez-Weaver,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
11238,ARAH,8998,20,IND,12-Jan,Eric Ramirez-Weaver,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
11239,ARAH,8998,22,IND,12-Jan,Lisa Reilly,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
12113,ARAH,8998,23,IND,12-Jan,Foteini Kondyli,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
11240,ARAH,8998,24,IND,12-Jan,Elizabeth Turner,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
11241,ARAH,8998,25,IND,12-Jan,Henry Skerritt,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
11242,ARAH,8998,26,IND,12-Jan,Christa Robbins,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
12114,ARAH,8998,27,IND,12-Jan,Tyler Jo Smith,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
12115,ARAH,8998,28,IND,12-Jan,Elizabeth Turner,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
12192,ARAH,8998,29,IND,12-Jan,Richard Wilson,TBA,TBA,"Non-Topical Rsch, Masters Prep",,Open,0,30,0
